combo;DL1;DL2;DL3;DL4;DL5;UL1;MOD UL1;NR DL1;NR BW1;NR SCS1;NR DL2;NR BW2;NR SCS2;NR UL1;NR UL BW1;NR UL SCS1;NR UL MOD1;mimo DL1;mimo DL2;mimo DL3;mimo DL4;mimo DL5;mimo NR DL1;mimo NR DL2;mimo LTE UL1;mimo NR UL1;BCS NR;BCS LTE;BCS intraENDC
3A4A_n41A4A-n1A4;3A;;;;;3A;256qam;41A;100;;1A;50;;41A;100;;256qam;4;;;;;4;4;1;1;;;
3A4A_n75A2-n1A4A;3A;;;;;3A;256qam;75A;40;;1A;10;;1A;10;;256qam;4;;;;;2;4;1;1;;;
3A4A_n75A2-n1A4A;3A;;;;;3A;256qam;75A;30;;1A;20;;1A;20;;256qam;4;;;;;2;4;1;1;;;
3A4A_n75A2-n1A4A;3A;;;;;3A;256qam;75A;20;;1A;30;;1A;30;;256qam;4;;;;;2;4;1;1;;;
3A4A_n75A2-n1A4A;3A;;;;;3A;256qam;75A;10;;1A;40;;1A;40;;256qam;4;;;;;2;4;1;1;;;
3A4A_n77A4-n1A4A;3A;;;;;3A;256qam;77A;100;;1A;50;;1A;50;;256qam;4;;;;;4;4;1;1;;;
3A4A_n77A4A-n1A4;3A;;;;;3A;256qam;77A;100;;1A;50;;77A;100;;256qam;4;;;;;4;4;1;1;;;
3C4A_n78A4-n1A4A;3C;;;;;3A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;;;;;4;4;1;1;;;
3C4A_n78A4A-n1A4;3C;;;;;3A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;;;;;4;4;1;1;;;
3A4A_n78A4A-n3A4;3A;;;;;3A;256qam;78A;100;;3A;50;;78A;100;;256qam;4;;;;;4;4;1;1;;;
3C4A_n7A4A;3C;;;;;3A;256qam;7A;50;;;;;7A;50;;256qam;4;;;;;4;;1;1;;;
3A4A_n8A4A;3A;;;;;3A;256qam;8A;35;;;;;8A;20;;256qam;4;;;;;4;;1;1;;;
3A4A_n20A4A;3A;;;;;3A;256qam;20A;20;;;;;20A;20;;256qam;4;;;;;4;;1;1;;;
3A4A_n41A4-n28A4A;3A;;;;;3A;256qam;41A;100;;28A;30;;28A;30;;256qam;4;;;;;4;4;1;1;;;
3A4A_n41A4A-n28A4;3A;;;;;3A;256qam;41A;100;;28A;30;;41A;100;;256qam;4;;;;;4;4;1;1;;;
3C4A_n78A4-n28A4A;3C;;;;;3A;256qam;78A;100;;28A;30;;28A;30;;256qam;4;;;;;4;4;1;1;;;
3C4A_n78A4A-n28A4;3C;;;;;3A;256qam;78A;100;;28A;30;;78A;100;;256qam;4;;;;;4;4;1;1;;;
3A4A_n79A4-n28A4A;3A;;;;;3A;256qam;79A;100;;28A;30;;28A;30;;256qam;4;;;;;4;4;1;1;;;
3A4A_n79A4A-n28A4;3A;;;;;3A;256qam;79A;100;;28A;30;;79A;100;;256qam;4;;;;;4;4;1;1;;;
3C4A_n41A4A;3C;;;;;3A;256qam;41A;100;;;;;41A;100;;256qam;4;;;;;4;;1;1;;;
3A4A_n71A2A;3A;;;;;3A;256qam;71A;35;;;;;71A;35;;256qam;4;;;;;2;;1;1;;;
3C4A_n78A4A-n75A2;3C;;;;;3A;256qam;78A;100;;75A;50;;78A;100;;256qam;4;;;;;4;2;1;1;;;
3C4A_n78A4A-n78A4;3C;;;;;3A;256qam;78A;100;;78A;100;;78A;100;;256qam;4;;;;;4;4;1;1;;;
5A2-4A4A_n78A4A;5A;4A;;;;4A;256qam;78A;100;;;;;78A;100;;256qam;2;4;;;;4;;1;1;;;
5A2A-4A4_n78A4A;5A;4A;;;;5A;256qam;78A;100;;;;;78A;100;;256qam;2;4;;;;4;;1;1;;;
4A2A_n2A4A;4A;;;;;4A;256qam;2A;40;;;;;2A;40;;256qam;2;;;;;4;;1;1;;;
4A4A_n7A4A;4A;;;;;4A;256qam;7A;50;;;;;7A;50;;256qam;4;;;;;4;;1;1;;;
4A4A_n38A4A;4A;;;;;4A;256qam;38A;40;;;;;38A;40;;256qam;4;;;;;4;;1;1;;;
4A4A_n41A4A;4A;;;;;4A;256qam;41A;100;;;;;41A;100;;256qam;4;;;;;4;;1;1;;;
7A4-7A4-5A2A_n78A4A;7A;7A;5A;;;5A;256qam;78A;100;;;;;78A;100;;256qam;4;4;2;;;4;;1;1;;;
7A4A-7A4-5A2_n78A4A;7A;7A;5A;;;7A;256qam;78A;100;;;;;78A;100;;256qam;4;4;2;;;4;;1;1;;;
7A4-5A2A_n78A4A;7A;5A;;;;5A;256qam;78A;100;;;;;78A;100;;256qam;4;2;;;;4;;1;1;;;
7A4A-5A2_n78A4A;7A;5A;;;;7A;256qam;78A;100;;;;;78A;100;;256qam;4;2;;;;4;;1;1;;;
5A2A_n1A4A;5A;;;;;5A;256qam;1A;50;;;;;1A;50;;256qam;2;;;;;4;;1;1;;;
5A2A_n3A4A;5A;;;;;5A;256qam;3A;50;;;;;3A;50;;256qam;2;;;;;4;;1;1;;;
5A2A_n7A4A;5A;;;;;5A;256qam;7A;50;;;;;7A;50;;256qam;2;;;;;4;;1;1;;;
5A2A_n38A4A;5A;;;;;5A;256qam;38A;40;;;;;38A;40;;256qam;2;;;;;4;;1;1;;;
5A2A_n40A4A;5A;;;;;5A;256qam;40A;100;;;;;40A;100;;256qam;2;;;;;4;;1;1;;;
5A2A_n41A4A;5A;;;;;5A;256qam;41A;100;;;;;41A;100;;256qam;2;;;;;4;;1;1;;;
5A2A_n66A4A;5A;;;;;5A;256qam;66A;45;;;;;66A;45;;256qam;2;;;;;4;;1;1;;;
8A4-7A2A-7A2_n78A4-n1A4A;8A;7A;7A;;;7A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;2;2;;;4;4;1;1;;;
8A4-7A2A-7A2_n78A4A-n1A4;8A;7A;7A;;;7A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;2;2;;;4;4;1;1;;;
8A4A-7A2-7A2_n78A4-n1A4A;8A;7A;7A;;;8A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;2;2;;;4;4;1;1;;;
8A4A-7A2-7A2_n78A4A-n1A4;8A;7A;7A;;;8A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;2;2;;;4;4;1;1;;;
8A4-7A2A-7A2_n1A4A;8A;7A;7A;;;7A;256qam;1A;50;;;;;1A;50;;256qam;4;2;2;;;4;;1;1;;;
8A4A-7A2-7A2_n1A4A;8A;7A;7A;;;8A;256qam;1A;50;;;;;1A;50;;256qam;4;2;2;;;4;;1;1;;;
8A4-7A4A-7A4_n78A4A;8A;7A;7A;;;7A;256qam;78A;100;;;;;78A;100;;256qam;4;4;4;;;4;;1;1;;;
8A4-7A2A-7A2_n78A4A;8A;7A;7A;;;7A;256qam;78A;100;;;;;78A;100;;256qam;4;2;2;;;4;;1;1;;;
8A4A-7A4-7A4_n78A4A;8A;7A;7A;;;8A;256qam;78A;100;;;;;78A;100;;256qam;4;4;4;;;4;;1;1;;;
8A4A-7A2-7A2_n78A4A;8A;7A;7A;;;8A;256qam;78A;100;;;;;78A;100;;256qam;4;2;2;;;4;;1;1;;;
28A4-7A4A-7A4_n78A4A;28A;7A;7A;;;7A;256qam;78A;100;;;;;78A;100;;256qam;4;4;4;;;4;;1;1;;;
28A4A-7A4-7A4_n78A4A;28A;7A;7A;;;28A;256qam;78A;100;;;;;78A;100;;256qam;4;4;4;;;4;;1;1;;;
7A4A-7A4_n78A4-n1A4A;7A;7A;;;;7A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;4;;;;4;4;1;1;;;
7A4A-7A4_n78A4A-n1A4;7A;7A;;;;7A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
7A4A-7A4_n1A4A;7A;7A;;;;7A;256qam;1A;50;;;;;1A;50;;256qam;4;4;;;;4;;1;1;;;
7A4A-7A4_n28A4A;7A;7A;;;;7A;256qam;28A;40;;;;;28A;40;;256qam;4;4;;;;4;;1;1;;;
7A4A-7A4_n78A4A;7A;7A;;;;7A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
32A2-8A4-7A4A_n1A4A;32A;8A;7A;;;7A;256qam;1A;50;;;;;1A;50;;256qam;2;4;4;;;4;;1;1;;;
32A2-8A4A-7A4_n1A4A;32A;8A;7A;;;8A;256qam;1A;50;;;;;1A;50;;256qam;2;4;4;;;4;;1;1;;;
32A2-8A4-7A4A_n78A4A;32A;8A;7A;;;7A;256qam;78A;100;;;;;78A;100;;256qam;2;4;4;;;4;;1;1;;;
32A2-8A4A-7A4_n78A4A;32A;8A;7A;;;8A;256qam;78A;100;;;;;78A;100;;256qam;2;4;4;;;4;;1;1;;;
40C2-8A2-7A2A_n78A4-n1A4A;40C;8A;7A;;;7A;256qam;78A;100;;1A;50;;1A;50;;256qam;2;2;2;;;4;4;1;1;;;
40C2-8A2-7A2A_n78A4A-n1A4;40C;8A;7A;;;7A;256qam;78A;100;;1A;50;;78A;100;;256qam;2;2;2;;;4;4;1;1;;;
40A2-8A2-7A4A_n78A4-n1A4A;40A;8A;7A;;;7A;256qam;78A;100;;1A;50;;1A;50;;256qam;2;2;4;;;4;4;1;1;;;
40A2-8A2-7A4A_n78A4A-n1A4;40A;8A;7A;;;7A;256qam;78A;100;;1A;50;;78A;100;;256qam;2;2;4;;;4;4;1;1;;;
40C2-8A2A-7A2_n78A4-n1A4A;40C;8A;7A;;;8A;256qam;78A;100;;1A;50;;1A;50;;256qam;2;2;2;;;4;4;1;1;;;
40C2-8A2A-7A2_n78A4A-n1A4;40C;8A;7A;;;8A;256qam;78A;100;;1A;50;;78A;100;;256qam;2;2;2;;;4;4;1;1;;;
40A2-8A2A-7A4_n78A4-n1A4A;40A;8A;7A;;;8A;256qam;78A;100;;1A;50;;1A;50;;256qam;2;2;4;;;4;4;1;1;;;
40A2-8A2A-7A4_n78A4A-n1A4;40A;8A;7A;;;8A;256qam;78A;100;;1A;50;;78A;100;;256qam;2;2;4;;;4;4;1;1;;;
40C2-8A4-7A4A_n1A4A;40C;8A;7A;;;7A;256qam;1A;50;;;;;1A;50;;256qam;2;4;4;;;4;;1;1;;;
40C2-8A2-7A2A_n1A4A;40C;8A;7A;;;7A;256qam;1A;50;;;;;1A;50;;256qam;2;2;2;;;4;;1;1;;;
40A2-8A4-7A4A_n1A4A;40A;8A;7A;;;7A;256qam;1A;50;;;;;1A;50;;256qam;2;4;4;;;4;;1;1;;;
40C2-8A4A-7A4_n1A4A;40C;8A;7A;;;8A;256qam;1A;50;;;;;1A;50;;256qam;2;4;4;;;4;;1;1;;;
40C2-8A2A-7A2_n1A4A;40C;8A;7A;;;8A;256qam;1A;50;;;;;1A;50;;256qam;2;2;2;;;4;;1;1;;;
40A2-8A4A-7A4_n1A4A;40A;8A;7A;;;8A;256qam;1A;50;;;;;1A;50;;256qam;2;4;4;;;4;;1;1;;;
40C2-8A2-7A2A_n78A4A-n78A4;40C;8A;7A;;;7A;256qam;78A;100;;78A;100;;78A;100;;256qam;2;2;2;;;4;4;1;1;;;
40A2-8A2-7A4A_n78A4A-n78A4;40A;8A;7A;;;7A;256qam;78A;100;;78A;100;;78A;100;;256qam;2;2;4;;;4;4;1;1;;;
40C2-8A2A-7A2_n78A4A-n78A4;40C;8A;7A;;;8A;256qam;78A;100;;78A;100;;78A;100;;256qam;2;2;2;;;4;4;1;1;;;
40A2-8A2A-7A4_n78A4A-n78A4;40A;8A;7A;;;8A;256qam;78A;100;;78A;100;;78A;100;;256qam;2;2;4;;;4;4;1;1;;;
40A2-8A4A-7A2_n78A4A-n78A4;40A;8A;7A;;;8A;256qam;78A;60;;78A;60;;78A;60;;256qam;2;4;2;;;4;4;1;1;;;
40C2-8A4-7A4A_n78A4A;40C;8A;7A;;;7A;256qam;78A;100;;;;;78A;100;;256qam;2;4;4;;;4;;1;1;;;
40C2-8A2-7A2A_n78A4A;40C;8A;7A;;;7A;256qam;78A;100;;;;;78A;100;;256qam;2;2;2;;;4;;1;1;;;
40A2-8A2-7A4A_n78A4A;40A;8A;7A;;;7A;256qam;78A;100;;;;;78A;100;;256qam;2;2;4;;;4;;1;1;;;
40C2-8A4A-7A4_n78A4A;40C;8A;7A;;;8A;256qam;78A;100;;;;;78A;100;;256qam;2;4;4;;;4;;1;1;;;
40C2-8A2A-7A2_n78A4A;40C;8A;7A;;;8A;256qam;78A;100;;;;;78A;100;;256qam;2;2;2;;;4;;1;1;;;
40A2-8A2A-7A4_n78A4A;40A;8A;7A;;;8A;256qam;78A;100;;;;;78A;100;;256qam;2;2;4;;;4;;1;1;;;
40A2-8A4A-7A2_n78A4A;40A;8A;7A;;;8A;256qam;78A;60;;;;;78A;60;;256qam;2;4;2;;;4;;1;1;;;
8A4-7A4A_n78A4-n1A4A;8A;7A;;;;7A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;4;;;;4;4;1;1;;;
8A4-7A4A_n78A4A-n1A4;8A;7A;;;;7A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
8A4A-7A4_n78A4-n1A4A;8A;7A;;;;8A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;4;;;;4;4;1;1;;;
8A4A-7A4_n78A4A-n1A4;8A;7A;;;;8A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
8A4-7A4A_n3A4A;8A;7A;;;;7A;256qam;3A;50;;;;;3A;50;;256qam;4;4;;;;4;;1;1;;;
8A4A-7A4_n3A4A;8A;7A;;;;8A;256qam;3A;50;;;;;3A;50;;256qam;4;4;;;;4;;1;1;;;
8A4-7A4A_n78A4A-n78A4;8A;7A;;;;7A;256qam;78A;100;;78A;100;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
8A4A-7A4_n78A4A-n78A4;8A;7A;;;;8A;256qam;78A;100;;78A;100;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
8A4-7A4A_n78A4A;8A;7A;;;;7A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
8A4A-7A4_n78A4A;8A;7A;;;;8A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
28A2-20A2-7A4A_n1A4A;28A;20A;7A;;;7A;256qam;1A;50;;;;;1A;50;;256qam;2;2;4;;;4;;1;1;;;
28A2-20A2A-7A4_n1A4A;28A;20A;7A;;;20A;256qam;1A;50;;;;;1A;50;;256qam;2;2;4;;;4;;1;1;;;
28A2A-20A2-7A4_n1A4A;28A;20A;7A;;;28A;256qam;1A;50;;;;;1A;50;;256qam;2;2;4;;;4;;1;1;;;
28A2-20A2-7A4A_n3A4A;28A;20A;7A;;;7A;256qam;3A;50;;;;;3A;50;;256qam;2;2;4;;;4;;1;1;;;
28A2-20A2A-7A4_n3A4A;28A;20A;7A;;;20A;256qam;3A;50;;;;;3A;50;;256qam;2;2;4;;;4;;1;1;;;
28A2A-20A2-7A4_n3A4A;28A;20A;7A;;;28A;256qam;3A;50;;;;;3A;50;;256qam;2;2;4;;;4;;1;1;;;
28A2-20A2-7A4A_n78A4A;28A;20A;7A;;;7A;256qam;78A;100;;;;;78A;100;;256qam;2;2;4;;;4;;1;1;;;
28A2-20A2A-7A4_n78A4A;28A;20A;7A;;;20A;256qam;78A;100;;;;;78A;100;;256qam;2;2;4;;;4;;1;1;;;
28A2A-20A2-7A4_n78A4A;28A;20A;7A;;;28A;256qam;78A;100;;;;;78A;100;;256qam;2;2;4;;;4;;1;1;;;
38A4-32A2-20A2A-7A4_n1A4A;38A;32A;20A;7A;;20A;256qam;1A;50;;;;;1A;50;;256qam;4;2;2;4;;4;;1;1;;;
32A2-20A4-7A4A_n1A4A;32A;20A;7A;;;7A;256qam;1A;50;;;;;1A;50;;256qam;2;4;4;;;4;;1;1;;;
32A2-20A4A-7A4_n1A4A;32A;20A;7A;;;20A;256qam;1A;50;;;;;1A;50;;256qam;2;4;4;;;4;;1;1;;;
32A2-20A2A-7A4_n1A4A;32A;20A;7A;;;20A;256qam;1A;50;;;;;1A;50;;256qam;2;2;4;;;4;;1;1;;;
32A2-20A4-7A4A_n3A4A;32A;20A;7A;;;7A;256qam;3A;50;;;;;3A;50;;256qam;2;4;4;;;4;;1;1;;;
32A2-20A4A-7A4_n3A4A;32A;20A;7A;;;20A;256qam;3A;50;;;;;3A;50;;256qam;2;4;4;;;4;;1;1;;;
32A2-20A2-7A4A_n28A2A;32A;20A;7A;;;7A;256qam;28A;30;;;;;28A;30;;256qam;2;2;4;;;2;;1;1;;;
32A2-20A2A-7A4_n28A2A;32A;20A;7A;;;20A;256qam;28A;30;;;;;28A;30;;256qam;2;2;4;;;2;;1;1;;;
32A2-20A4-7A4A_n78A4A;32A;20A;7A;;;7A;256qam;78A;100;;;;;78A;100;;256qam;2;4;4;;;4;;1;1;;;
32A2-20A2-7A4A_n78A4A;32A;20A;7A;;;7A;256qam;78A;100;;;;;78A;100;;256qam;2;2;4;;;4;;1;1;;;
32A2-20A4A-7A4_n78A4A;32A;20A;7A;;;20A;256qam;78A;100;;;;;78A;100;;256qam;2;4;4;;;4;;1;1;;;
32A2-20A2A-7A4_n78A4A;32A;20A;7A;;;20A;256qam;78A;100;;;;;78A;100;;256qam;2;2;4;;;4;;1;1;;;
38A4-20A4A-7A4_n1A4A;38A;20A;7A;;;20A;256qam;1A;50;;;;;1A;50;;256qam;4;4;4;;;4;;1;1;;;
38A4-20A2A-7A4_n1A4A;38A;20A;7A;;;20A;256qam;1A;50;;;;;1A;50;;256qam;4;2;4;;;4;;1;1;;;
38A4-20A4A-7A4_n78A4A;38A;20A;7A;;;20A;256qam;78A;100;;;;;78A;100;;256qam;4;4;4;;;4;;1;1;;;
20A4-7A4A_n75A2-n1A4A;20A;7A;;;;7A;256qam;75A;40;;1A;10;;1A;10;;256qam;4;4;;;;2;4;1;1;;;
20A4-7A4A_n75A2-n1A4A;20A;7A;;;;7A;256qam;75A;30;;1A;20;;1A;20;;256qam;4;4;;;;2;4;1;1;;;
20A4-7A4A_n75A2-n1A4A;20A;7A;;;;7A;256qam;75A;20;;1A;30;;1A;30;;256qam;4;4;;;;2;4;1;1;;;
20A4-7A4A_n75A2-n1A4A;20A;7A;;;;7A;256qam;75A;10;;1A;40;;1A;40;;256qam;4;4;;;;2;4;1;1;;;
20A4A-7A4_n75A2-n1A4A;20A;7A;;;;20A;256qam;75A;40;;1A;10;;1A;10;;256qam;4;4;;;;2;4;1;1;;;
20A4A-7A4_n75A2-n1A4A;20A;7A;;;;20A;256qam;75A;30;;1A;20;;1A;20;;256qam;4;4;;;;2;4;1;1;;;
20A4A-7A4_n75A2-n1A4A;20A;7A;;;;20A;256qam;75A;20;;1A;30;;1A;30;;256qam;4;4;;;;2;4;1;1;;;
20A4A-7A4_n75A2-n1A4A;20A;7A;;;;20A;256qam;75A;10;;1A;40;;1A;40;;256qam;4;4;;;;2;4;1;1;;;
20A4-7A4A_n78A4-n1A4A;20A;7A;;;;7A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;4;;;;4;4;1;1;;;
20A4-7A4A_n78A4A-n1A4;20A;7A;;;;7A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
20A4A-7A4_n78A4-n1A4A;20A;7A;;;;20A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;4;;;;4;4;1;1;;;
20A4A-7A4_n78A4A-n1A4;20A;7A;;;;20A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
20A4-7A4A_n78A4-n3A4A;20A;7A;;;;7A;256qam;78A;100;;3A;50;;3A;50;;256qam;4;4;;;;4;4;1;1;;;
20A4-7A4A_n78A4A-n3A4;20A;7A;;;;7A;256qam;78A;100;;3A;50;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
20A4A-7A4_n78A4-n3A4A;20A;7A;;;;20A;256qam;78A;100;;3A;50;;3A;50;;256qam;4;4;;;;4;4;1;1;;;
20A4A-7A4_n78A4A-n3A4;20A;7A;;;;20A;256qam;78A;100;;3A;50;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
20A2A-7A4_n78A4-n28A2A;20A;7A;;;;20A;256qam;78A;100;;28A;30;;28A;30;;256qam;2;4;;;;4;2;1;1;;;
20A2A-7A4_n78A4A-n28A2;20A;7A;;;;20A;256qam;78A;100;;28A;30;;78A;100;;256qam;2;4;;;;4;2;1;1;;;
20A4A-7A4_n78A4A-n38A4;20A;7A;;;;20A;256qam;78A;100;;38A;20;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
20A4-7A4A_n78A4A-n78A4;20A;7A;;;;7A;256qam;78A;100;;78A;100;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
20A4A-7A4_n78A4A-n78A4;20A;7A;;;;20A;256qam;78A;100;;78A;100;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
20A4-7A4A_n78C4A;20A;7A;;;;7A;256qam;78C;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
20A4-7A4A_n78A4A;20A;7A;;;;7A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
20A4A-7A4_n78C4A;20A;7A;;;;20A;256qam;78C;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
20A4A-7A4_n78A4A;20A;7A;;;;20A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
28A4-7A4A_n78A4-n1A4A;28A;7A;;;;7A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;4;;;;4;4;1;1;;;
28A4-7A4A_n78A4A-n1A4;28A;7A;;;;7A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
28A4A-7A4_n78A4-n1A4A;28A;7A;;;;28A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;4;;;;4;4;1;1;;;
28A4A-7A4_n78A4A-n1A4;28A;7A;;;;28A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
28A4-7A4A_n1A4A;28A;7A;;;;7A;256qam;1A;50;;;;;1A;50;;256qam;4;4;;;;4;;1;1;;;
28A4A-7A4_n1A4A;28A;7A;;;;28A;256qam;1A;50;;;;;1A;50;;256qam;4;4;;;;4;;1;1;;;
28A4-7A4A_n78A4-n3A4A;28A;7A;;;;7A;256qam;78A;100;;3A;50;;3A;50;;256qam;4;4;;;;4;4;1;1;;;
28A4-7A4A_n78A4A-n3A4;28A;7A;;;;7A;256qam;78A;100;;3A;50;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
28A4A-7A4_n78A4-n3A4A;28A;7A;;;;28A;256qam;78A;100;;3A;50;;3A;50;;256qam;4;4;;;;4;4;1;1;;;
28A4A-7A4_n78A4A-n3A4;28A;7A;;;;28A;256qam;78A;100;;3A;50;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
28A4-7A4A_n3A4A;28A;7A;;;;7A;256qam;3A;50;;;;;3A;50;;256qam;4;4;;;;4;;1;1;;;
28A4A-7A4_n3A4A;28A;7A;;;;28A;256qam;3A;50;;;;;3A;50;;256qam;4;4;;;;4;;1;1;;;
28A4A-7A4_n7A4A;28A;7A;;;;28A;256qam;7A;50;;;;;7A;50;;256qam;4;4;;;;4;;1;1;;;
28A4-7A4A_n78A4A-n78A4;28A;7A;;;;7A;256qam;78A;100;;78A;100;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
28A4A-7A4_n78A4A-n78A4;28A;7A;;;;28A;256qam;78A;100;;78A;100;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
28A4-7C4A_n78A4A;28A;7C;;;;7A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
28A4-7A4A_n78A4A;28A;7A;;;;7A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
28A4A-7C4_n78A4A;28A;7C;;;;28A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
28A4A-7A4_n78A4A;28A;7A;;;;28A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
32A2-7A4A_n1A4A;32A;7A;;;;7A;256qam;1A;50;;;;;1A;50;;256qam;2;4;;;;4;;1;1;;;
32A2-7C4A_n3A4A;32A;7C;;;;7A;256qam;3A;50;;;;;3A;50;;256qam;2;4;;;;4;;1;1;;;
32A2-7A4A_n3A4A;32A;7A;;;;7A;256qam;3A;50;;;;;3A;50;;256qam;2;4;;;;4;;1;1;;;
32A2-7A4A_n28A4A;32A;7A;;;;7A;256qam;28A;30;;;;;28A;30;;256qam;2;4;;;;4;;1;1;;;
40C2-7A4A_n78A4-n1A4A;40C;7A;;;;7A;256qam;78A;100;;1A;50;;1A;50;;256qam;2;4;;;;4;4;1;1;;;
40C2-7A4A_n78A4A-n1A4;40C;7A;;;;7A;256qam;78A;100;;1A;50;;78A;100;;256qam;2;4;;;;4;4;1;1;;;
40C2-7A4A_n1A4A;40C;7A;;;;7A;256qam;1A;50;;;;;1A;50;;256qam;2;4;;;;4;;1;1;;;
40C2-7A4A_n78A4A-n78A4;40C;7A;;;;7A;256qam;78A;100;;78A;100;;78A;100;;256qam;2;4;;;;4;4;1;1;;;
40C2-7A4A_n78A4A;40C;7A;;;;7A;256qam;78A;100;;;;;78A;100;;256qam;2;4;;;;4;;1;1;;;
66A4-66A4-7A4A_n78A4A;66A;66A;7A;;;7A;256qam;78A;100;;;;;78A;100;;256qam;4;4;4;;;4;;1;1;;;
66A4A-66A4-7A4_n78A4A;66A;66A;7A;;;66A;256qam;78A;100;;;;;78A;100;;256qam;4;4;4;;;4;;1;1;;;
66A4-7A4A_n66A4A;66A;7A;;;;7A;256qam;66A;45;;;;;66A;45;;256qam;4;4;;;;4;;1;1;;;
66A4-7A4A_n78A4A;66A;7A;;;;7A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
66A4A-7A4_n78A4A;66A;7A;;;;66A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
7C4A_n78A4-n1A4A;7C;;;;;7A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;;;;;4;4;1;1;;;
7C4A_n78A4A-n1A4;7C;;;;;7A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;;;;;4;4;1;1;;;
7C4A_n1A4A;7C;;;;;7A;256qam;1A;50;;;;;1A;50;;256qam;4;;;;;4;;1;1;;;
7A2A_n2A4A;7A;;;;;7A;256qam;2A;50;;;;;2A;50;;256qam;2;;;;;4;;1;1;;;
7C4A_n78A4-n3A4A;7C;;;;;7A;256qam;78A;100;;3A;50;;3A;50;;256qam;4;;;;;4;4;1;1;;;
7C4A_n78A4A-n3A4;7C;;;;;7A;256qam;78A;100;;3A;50;;78A;100;;256qam;4;;;;;4;4;1;1;;;
7A4A_n20A4A;7A;;;;;7A;256qam;20A;20;;;;;20A;20;;256qam;4;;;;;4;;1;1;;;
7C4A_n78A4-n28A4A;7C;;;;;7A;256qam;78A;100;;28A;30;;28A;30;;256qam;4;;;;;4;4;1;1;;;
7C4A_n78A4A-n28A4;7C;;;;;7A;256qam;78A;100;;28A;30;;78A;100;;256qam;4;;;;;4;4;1;1;;;
7C4A_n28A4A;7C;;;;;7A;256qam;28A;30;;;;;28A;30;;256qam;4;;;;;4;;1;1;;;
7C4A_n78A4A-n78A4;7C;;;;;7A;256qam;78A;100;;78A;100;;78A;100;;256qam;4;;;;;4;4;1;1;;;
7A4A_n79A4A;7A;;;;;7A;256qam;79A;100;;;;;79A;100;;256qam;4;;;;;4;;1;1;;;
32A2-8A4A_n1A4A;32A;8A;;;;8A;256qam;1A;50;;;;;1A;50;;256qam;2;4;;;;4;;1;1;;;
